no;dyads;dY;dX;dyad1;dyad2
1210;14-15;4.160265691;0.957077509;14;15
1211;14-16;4.044892815;1.913965599;14;16
1212;14-17;2.640612412;0.888247233;14;17
1213;14-18;1.942242663;1.772309938;14;18
1214;14-19;3.813475011;2.556120621;14;19
1215;14-20;1.879659689;2.083840014;14;20
1216;14-21;2.624431176;0.414929485;14;21
1217;14-22;1.743828447;0.738985908;14;22
1218;14-23;4.180965451;1.776597018;14;23
1219;14-24;2.37187262;0.42314886;14;24
1220;14-25;1.341772668;1.166441346;14;25
1221;14-26;2.710694457;1.703473861;14;26
1222;14-27;4.396034868;2.844433849;14;27
1223;14-28;2.930520126;0.377600232;14;28
1224;14-29;2.388409551;0.025088845;14;29
1225;14-30;4.930492378;2.40795673;14;30
1226;14-31;3.995337291;1.809198939;14;31
1227;14-32;0.411416941;0.55396101;14;32
1228;14-33;3.078754597;1.849516664;14;33
1229;14-34;2.48400386;1.676105856;14;34
1230;14-35;2.238956631;0.125820264;14;35
1231;14-36;1.101250145;0.287923124;14;36
1232;14-37;3.981965213;0.573444253;14;37
1233;14-38;4.201813514;1.416269889;14;38
1234;14-39;2.294130624;1.261246436;14;39
1235;14-40;3.601521953;2.512561957;14;40
1236;14-41;4.481981893;2.511067287;14;41
1237;14-42;1.923923514;0.904613777;14;42
1238;14-43;3.305322514;0.907825206;14;43
1239;14-44;1.522894716;1.271201317;14;44
1240;14-45;1.790069362;1.051413237;14;45
1241;14-46;-1.464625123;0.448650774;14;46
1242;14-47;4.620918254;1.50203482;14;47
1243;14-48;3.104880759;0.802552495;14;48
1244;14-49;4.222708962;0.821198477;14;49
1245;14-50;1.340081989;0.466278532;14;50
1246;14-51;-0.186531036;0.500306381;14;51
1247;14-52;3.320078999;1.707718198;14;52
1248;14-53;2.144231466;0.342040865;14;53
1249;14-54;2.562833058;2.231705624;14;54
1250;14-55;4.380534248;3.266494308;14;55
1251;14-56;4.263130252;0.92762611;14;56
1252;14-57;3.888566341;1.636752138;14;57
1253;14-58;2.761349776;1.631657486;14;58
1254;14-59;3.676299438;1.307130567;14;59
1255;14-60;2.052868333;0.555364853;14;60
1256;14-61;2.825390993;1.328238866;14;61
1257;14-62;1.274490547;1.30787915;14;62
1258;14-63;1.231436718;2.382874105;14;63
1259;14-64;3.409447862;1.168203741;14;64
1260;14-65;1.980249965;1.626894428;14;65
1261;14-66;2.264893945;1.025652114;14;66
1262;14-67;0.298857511;0.470324742;14;67
1263;14-68;2.745712963;2.120515114;14;68
1264;14-69;2.520722914;1.883593982;14;69
1265;14-70;2.024798162;1.825047037;14;70
1266;14-71;1.895749915;1.354014502;14;71
1267;14-72;1.013678696;0.573545219;14;72
1268;14-73;2.078674115;0.245828386;14;73
1269;14-74;3.831621556;2.00976981;14;74
1270;14-75;0.436547741;0.082374846;14;75
1271;14-76;2.233659395;1.601548232;14;76
1272;14-77;3.380156774;1.55375072;14;77
1273;14-78;1.142545699;1.002501;14;78
1274;14-79;2.94114709;0.826397881;14;79
1275;14-80;1.534836782;0.622148509;14;80
1276;14-81;1.577207812;1.037057266;14;81
1277;14-82;4.136785745;3.480510363;14;82
1278;14-83;3.669594108;2.36225012;14;83
1279;14-84;4.014289153;3.083788701;14;84
1280;14-85;2.312459513;0.906583341;14;85
1281;14-86;3.926532394;1.684309357;14;86
1282;14-87;-0.791079692;0.113571106;14;87
1283;14-88;-0.486408227;1.021270344;14;88
1284;14-89;0.370854369;0.488652359;14;89
1285;14-90;4.526357728;2.033079175;14;90
1286;14-91;4.667895992;2.480619669;14;91
1287;14-92;2.946644949;1.110008282;14;92
1288;14-93;3.017085249;1.243180158;14;93
1289;14-94;3.608967741;1.749373265;14;94
1290;14-95;1.682020991;0.113757606;14;95
1291;14-96;1.580027366;0.492709395;14;96
1292;14-97;1.231812174;1.133390863;14;97
1293;14-98;3.706098648;0.895110205;14;98
1294;14-99;4.294840822;2.120197186;14;99
1295;14-100;2.836438447;1.381982249;14;100
1296;15-16;2.861030651;0.95688809;15;16
1297;15-17;2.012178312;1.845324742;15;17
1298;15-18;0.796900132;0.815232429;15;18
1299;15-19;5.599086171;1.599043113;15;19
1300;15-20;1.316111839;1.126762505;15;20
1301;15-21;1.468365412;0.542148023;15;21
1302;15-22;1.273503823;0.2180916;15;22
1303;15-23;3.781649548;0.819519509;15;23
1304;15-24;1.988446839;0.533928648;15;24
1305;15-25;1.229372321;0.209363837;15;25
1306;15-26;0.642444073;0.746396353;15;26
1307;15-27;3.093563863;1.887356341;15;27
1308;15-28;1.925629414;0.579477276;15;28
1309;15-29;2.086872212;0.931988663;15;29
1310;15-30;4.193625099;3.365034238;15;30
1311;15-31;3.725788136;0.85212143;15;31
1312;15-32;-1.698312671;0.403116498;15;32
1313;15-33;1.440598259;0.892439155;15;33
1314;15-34;1.042853707;0.719028348;15;34
1315;15-35;1.561628502;0.831257245;15;35
1316;15-36;1.940485417;1.245000633;15;36
1317;15-37;2.873575715;0.383633256;15;37
1318;15-38;1.003519711;0.45919238;15;38
1319;15-39;1.541154981;0.304168927;15;39
1320;15-40;1.563738167;1.555484448;15;40
1321;15-41;5.659341973;1.553989779;15;41
1322;15-42;0.929763402;0.052463731;15;42
1323;15-43;2.893307187;0.049252303;15;43
1324;15-44;0.086223101;0.314123809;15;44
1325;15-45;0.047873487;0.094335728;15;45
1326;15-46;0.208639769;0.508426734;15;46
1327;15-47;3.45370485;0.544957312;15;47
1328;15-48;1.46161107;0.154525013;15;48
1329;15-49;0.266320002;0.135879032;15;49
1330;15-50;1.080884994;1.42335604;15;50
1331;15-51;0.612175377;0.456771128;15;51
1332;15-52;4.887028005;2.664795707;15;52
1333;15-53;-0.656766447;0.615036644;15;53
1334;15-54;3.607738248;1.274628115;15;54
1335;15-55;4.349836675;2.3094168;15;55
1336;15-56;1.379307904;0.029451398;15;56
1337;15-57;-0.904642469;0.679674629;15;57
1338;15-58;3.379000194;0.674579978;15;58
1339;15-59;0.512349033;0.350053058;15;59
1340;15-60;0.624422785;0.401712656;15;60
1341;15-61;0.227451205;2.285316374;15;61
1342;15-62;0.669850557;0.350801642;15;62
1343;15-63;1.28977456;1.425796597;15;63
1344;15-64;1.216058637;0.211126232;15;64
1345;15-65;2.279523815;0.669816919;15;65
1346;15-66;0.978414879;0.068574606;15;66
1347;15-67;3.584507054;0.486752767;15;67
1348;15-68;5.482944535;1.163437606;15;68
1349;15-69;1.434437501;0.926516473;15;69
1350;15-70;1.757332825;0.867969528;15;70
1351;15-71;3.432380291;0.396936993;15;71
1352;15-72;-0.294618848;0.383532289;15;72
1353;15-73;2.079875125;1.202905895;15;73
1354;15-74;4.495684899;1.052692302;15;74
1355;15-75;-0.606173844;0.874702662;15;75
1356;15-76;1.012751951;0.644470723;15;76
1357;15-77;2.299472284;0.596673212;15;77
1358;15-78;1.539960593;0.045423491;15;78
1359;15-79;2.573610975;0.130679628;15;79
1360;15-80;1.34375707;0.334928999;15;80
1361;15-81;-1.157721106;0.079979757;15;81
1362;15-82;1.713276413;2.523432854;15;82
1363;15-83;2.293233093;1.405172612;15;83
1364;15-84;2.70981503;2.126711193;15;84
1365;15-85;2.186218412;0.050494167;15;85
1366;15-86;0.578178961;0.727231848;15;86
1367;15-87;-0.11252646;0.843506403;15;87
1368;15-88;3.78897623;1.978347853;15;88
1369;15-89;1.583135034;0.468425149;15;89
1370;15-90;3.16691682;1.076001666;15;90
1371;15-91;2.457460267;1.52354216;15;91
1372;15-92;3.01832225;2.06708579;15;92
1373;15-93;3.401033772;0.286102649;15;93
1374;15-94;0.611532927;0.792295757;15;94
1375;15-95;1.842179882;1.070835114;15;95
1376;15-96;2.342660107;0.464368113;15;96
1377;15-97;-1.696005163;0.176313354;15;97
1378;15-98;1.655834301;0.061967303;15;98
1379;15-99;3.198041948;1.163119678;15;99
1380;15-100;3.093844451;0.424904741;15;100
1381;16-17;0.89047037;2.802212832;16;17
1382;16-18;-0.048244774;0.141655661;16;18
1383;16-19;-0.269095839;0.642155022;16;19
1384;16-20;0.970996216;0.169874415;16;20
1385;16-21;0.704559042;1.499036114;16;21
1386;16-22;2.561350941;1.174979691;16;22
1387;16-23;0.350947487;0.137368581;16;23
1388;16-24;2.750111785;1.490816739;16;24
1389;16-25;-0.606238546;0.747524253;16;25
1390;16-26;2.092610331;0.210491738;16;26
1391;16-27;1.504846262;0.93046825;16;27
1392;16-28;2.001725212;1.536365367;16;28
1393;16-29;2.573331869;1.888876754;16;29
1394;16-30;6.396494616;4.321922329;16;30
1395;16-31;3.149265598;0.10476666;16;31
1396;16-32;0.407598422;1.360004589;16;32
1397;16-33;2.746281603;0.064448935;16;33
1398;16-34;0.374170383;0.237859743;16;34
1399;16-35;4.605218311;1.788145335;16;35
1400;16-36;3.110178533;2.201888723;16;36
1401;16-37;5.643182318;1.340521346;16;37
1402;16-38;0.597715084;0.49769571;16;38
1403;16-39;2.984702126;0.652719163;16;39
1404;16-40;0.700253391;0.598596358;16;40
1405;16-41;2.277766661;0.597101688;16;41
1406;16-42;1.452845593;1.009351822;16;42
1407;16-43;2.537578053;1.006140393;16;43
1408;16-44;-0.284365405;0.642764282;16;44
1409;16-45;-0.575432246;0.862552362;16;45
1410;16-46;0.898544585;1.465314825;16;46
1411;16-47;1.680918094;0.411930779;16;47
1412;16-48;1.764216162;1.111413104;16;48
1413;16-49;4.120008673;1.092767122;16;49
1414;16-50;2.333562469;2.380244131;16;50
1415;16-51;-0.319510868;1.413659218;16;51
1416;16-52;3.553786545;3.621683797;16;52
1417;16-53;-0.397254347;1.571924734;16;53
1418;16-54;0.881652713;0.317740025;16;54
1419;16-55;2.827668264;1.352528709;16;55
1420;16-56;1.581186011;0.986339489;16;56
1421;16-57;2.166726502;0.277213461;16;57
1422;16-58;0.417670577;0.282308113;16;58
1423;16-59;2.234726632;0.606835032;16;59
1424;16-60;3.334970303;1.358600746;16;60
1425;16-61;3.557476711;3.242204465;16;61
1426;16-62;2.168038931;0.606086449;16;62
1427;16-63;0.28164333;0.468908506;16;63
1428;16-64;3.250075483;0.745761858;16;64
1429;16-65;1.657851967;0.287071171;16;65
1430;16-66;-0.153781058;0.888313485;16;66
1431;16-67;3.587436372;1.443640857;16;67
1432;16-68;1.648882108;0.206549515;16;68
1433;16-69;-0.601363644;0.030371617;16;69
1434;16-70;1.278949731;0.088918562;16;70
1435;16-71;1.895045369;0.559951098;16;71
1436;16-72;1.267424516;1.34042038;16;72
1437;16-73;3.949197325;2.159793985;16;73
1438;16-74;0.545771983;0.095804211;16;74
1439;16-75;0.870873133;1.831590753;16;75
1440;16-76;0.016468773;0.312417367;16;76
1441;16-77;1.709775692;0.360214879;16;77
1442;16-78;1.675343528;0.911464599;16;78
1443;16-79;2.386451912;1.087567718;16;79
1444;16-80;2.315021552;1.29181709;16;80
1445;16-81;0.457083213;0.876908333;16;81
1446;16-82;0.935260527;1.566544764;16;82
1447;16-83;4.763425794;0.448284521;16;83
1448;16-84;3.184152064;1.169823102;16;84
1449;16-85;3.203460809;1.007382258;16;85
1450;16-86;0.333972466;0.229656242;16;86
1451;16-87;0.402875065;1.800394493;16;87
1452;16-88;2.648873382;2.935235943;16;88
1453;16-89;2.757724422;1.42531324;16;89
1454;16-90;2.801359137;0.119113576;16;90
1455;16-91;1.784768748;0.56665407;16;91
1456;16-92;5.175722181;3.023973881;16;92
1457;16-93;2.943527395;0.670785441;16;93
1458;16-94;-0.013273152;0.164592334;16;94
1459;16-95;2.667984284;2.027723205;16;95
1460;16-96;4.82523284;1.421256204;16;96
1461;16-97;-0.803766705;0.780574736;16;97
1462;16-98;1.626460594;1.018855394;16;98
1463;16-99;2.986941233;0.206231587;16;99
1464;16-100;1.593684547;0.53198335;16;100
1465;17-18;0.435777722;2.660557171;17;18
1466;17-19;2.401483838;3.444367854;17;19
1467;17-20;2.738208135;2.972087247;17;20
1468;17-21;0.47513647;1.303176718;17;21
1469;17-22;0.466418312;1.627233141;17;22
1470;17-23;3.461693827;2.664844251;17;23
1471;17-24;0.32380137;1.311396093;17;24
1472;17-25;1.482220738;2.054688579;17;25
1473;17-26;1.972575604;2.591721094;17;26
1474;17-27;0.251754684;3.732681082;17;27
1475;17-28;1.951591347;1.265847465;17;28
1476;17-29;0.656208332;0.913336078;17;29
1477;17-30;2.059537931;1.519709497;17;30
1478;17-31;4.157941408;2.697446172;17;31
1479;17-32;-2.614109827;1.442208243;17;32
1480;17-33;2.32103372;2.737763897;17;33
1481;17-34;2.478844088;2.564353089;17;34
1482;17-35;0.030536554;1.014067497;17;35
1483;17-36;-0.277489456;0.600324109;17;36
1484;17-37;4.340851302;1.461691486;17;37
1485;17-38;2.660534999;2.304517122;17;38
1486;17-39;2.471263904;2.149493669;17;39
1487;17-40;1.82319317;3.40080919;17;40
1488;17-41;4.358245351;3.39931452;17;41
1489;17-42;1.054304123;1.79286101;17;42
1490;17-43;-0.033166227;1.796072439;17;43
1491;17-44;1.245163215;2.15944855;17;44
1492;17-45;0.98634049;1.93966047;17;45
1493;17-46;-0.753952819;1.336898007;17;46
1494;17-47;4.910795862;2.390282053;17;47
1495;17-48;0.454796917;1.690799728;17;48
1496;17-49;1.962111526;1.70944571;17;49
1497;17-50;0.558732043;0.421968701;17;50
1498;17-51;0.254743628;1.388553614;17;51
1499;17-52;0.436610422;0.819470965;17;52
1500;17-53;-0.570781861;1.230288098;17;53
1501;17-54;3.906524464;3.119952857;17;54
1502;17-55;3.836672385;4.154741541;17;55
1503;17-56;2.098583365;1.815873343;17;56
1504;17-57;-0.563919062;2.524999371;17;57
1505;17-58;2.302115854;2.519904719;17;58
1506;17-59;0.846989498;2.1953778;17;59
1507;17-60;2.393960695;1.443612086;17;60
1508;17-61;-0.08995601;0.439991633;17;61
1509;17-62;1.162493959;2.196126383;17;62
1510;17-63;1.4814504;3.271121338;17;63
1511;17-64;0.173381254;2.056450974;17;64
1512;17-65;0.808373291;2.515141661;17;65
1513;17-66;2.422081998;1.913899347;17;66
1514;17-67;1.024038349;1.358571975;17;67
1515;17-68;4.072621405;3.008762347;17;68
1516;17-69;0.300780566;2.771841215;17;69
1517;17-70;0.806690154;2.71329427;17;70
1518;17-71;4.851329919;2.242261735;17;71
1519;17-72;-1.675290201;1.461792452;17;72
1520;17-73;0.52117877;0.642418847;17;73
1521;17-74;-1.418154879;2.898017043;17;74
1522;17-75;0.200587868;0.970622079;17;75
1523;17-76;1.129497816;2.489795465;17;76
1524;17-77;3.601659032;2.441997953;17;77
1525;17-78;2.262012164;1.890748233;17;78
1526;17-79;1.445507432;1.714645114;17;79
1527;17-80;-0.916478645;1.510395742;17;80
1528;17-81;-0.511903093;1.925304499;17;81
1529;17-82;1.717030808;4.368757596;17;82
1530;17-83;1.543223351;3.250497353;17;83
1531;17-84;3.46289114;3.972035934;17;84
1532;17-85;1.899196874;1.794830574;17;85
1533;17-86;2.131669368;2.57255659;17;86
1534;17-87;-0.510210501;1.001818339;17;87
1535;17-88;-2.119619629;0.133023111;17;88
1536;17-89;1.557853664;1.376899592;17;89
1537;17-90;3.327904166;2.921326408;17;90
1538;17-91;1.578446376;3.368866902;17;91
1539;17-92;0.298157558;0.221761049;17;92
1540;17-93;1.493932622;2.131427391;17;93
1541;17-94;2.456219726;2.637620498;17;94
1542;17-95;-0.333394307;0.774489627;17;95
1543;17-96;3.102115176;1.380956628;17;96
1544;17-97;-1.203874604;2.021638096;17;97
1545;17-98;2.693940228;1.783357438;17;98
1546;17-99;2.592108993;3.008444419;17;99
1547;17-100;-0.324448354;2.270229482;17;100
1548;18-19;-3.589354633;0.783810683;18;19
1549;18-20;-2.761184169;0.311530076;18;20
1550;18-21;1.39633895;1.357380453;18;21
1551;18-22;-0.69443207;1.03332403;18;22
1552;18-23;1.16065668;0.00428708;18;23
1553;18-24;2.795823327;1.349161078;18;24
1554;18-25;-1.359505227;0.605868592;18;25
1555;18-26;-0.161625576;0.068836077;18;26
1556;18-27;-1.474503804;1.072123911;18;27
1557;18-28;0.770309056;1.394709706;18;28
1558;18-29;0.333340392;1.747221093;18;29
1559;18-30;5.250080616;4.180266668;18;30
1560;18-31;0.861228519;0.036889001;18;31
1561;18-32;-0.875105573;1.218348927;18;32
1562;18-33;-0.030957967;0.077206726;18;33
1563;18-34;-0.92665621;0.096204081;18;34
1564;18-35;1.678969303;1.646489674;18;35
1565;18-36;1.555109415;2.060233062;18;36
1566;18-37;3.317216957;1.198865685;18;37
1567;18-38;-0.133757886;0.356040049;18;38
1568;18-39;0.309777566;0.511063502;18;39
1569;18-40;-1.150517058;0.740252019;18;40
1570;18-41;1.945885839;0.738757349;18;41
1571;18-42;0.318240022;0.867696161;18;42
1572;18-43;1.04604828;0.864484732;18;43
1573;18-44;0.15118539;0.501108621;18;44
1574;18-45;-0.935026203;0.720896701;18;45
1575;18-46;0.987260174;1.323659164;18;46
1576;18-47;2.559846614;0.270275118;18;47
1577;18-48;1.562537756;0.969757443;18;48
1578;18-49;3.040444556;0.951111461;18;49
1579;18-50;-0.999965467;2.23858847;18;50
1580;18-51;1.927480867;1.272003557;18;51
1581;18-52;4.967254911;3.480028136;18;52
1582;18-53;0.729637791;1.430269073;18;53
1583;18-54;1.002485224;0.459395686;18;54
1584;18-55;3.242438965;1.494184371;18;55
1585;18-56;0.002481337;0.844683828;18;56
1586;18-57;0.12655645;0.1355578;18;57
1587;18-58;0.332711602;0.140652452;18;58
1588;18-59;-0.600057794;0.465179371;18;59
1589;18-60;1.580268257;1.216945085;18;60
1590;18-61;0.447460923;3.100548804;18;61
1591;18-62;0.112015685;0.464430788;18;62
1592;18-63;-1.320444561;0.610564167;18;63
1593;18-64;0.383205191;0.604106197;18;64
1594;18-65;-1.022825924;0.14541551;18;65
1595;18-66;-0.553208954;0.746657823;18;66
1596;18-67;1.624337755;1.301985196;18;67
1597;18-68;0.80403796;0.348205176;18;68
1598;18-69;0.056205237;0.111284044;18;69
1599;18-70;-2.748529207;0.052737099;18;70
1600;18-71;1.794908566;0.418295436;18;71
1601;18-72;-1.555288254;1.198764719;18;72
1602;18-73;-0.455871641;2.018138324;18;73
1603;18-74;-0.904993077;0.237459872;18;74
1604;18-75;0.896470499;1.689935092;18;75
1605;18-76;-1.027722804;0.170761706;18;76
1606;18-77;0.617958161;0.218559218;18;77
1607;18-78;-1.69673763;0.769808938;18;78
1608;18-79;2.203442939;0.945912057;18;79
1609;18-80;0.284592837;1.150161429;18;80
1610;18-81;0.535987801;0.735252672;18;81
1611;18-82;1.216127093;1.708200425;18;82
1612;18-83;1.331411077;0.589940182;18;83
1613;18-84;1.657911059;1.311478763;18;84
1614;18-85;0.072043582;0.865726597;18;85
1615;18-86;-0.568350245;0.088000581;18;86
1616;18-87;-1.062489039;1.658738832;18;87
1617;18-88;0.823854471;2.793580282;18;88
1618;18-89;1.830717708;1.283657579;18;89
1619;18-90;1.302910755;0.260769237;18;90
1620;18-91;0.544021681;0.708309731;18;91
1621;18-92;1.532184545;2.88231822;18;92
1622;18-93;2.215702493;0.52912978;18;93
1623;18-94;-0.095536783;0.022936673;18;94
1624;18-95;1.519474165;1.886067544;18;95
1625;18-96;1.424709996;1.279600542;18;96
1626;18-97;-0.476208871;0.638919075;18;97
1627;18-98;2.490869178;0.877199733;18;98
1628;18-99;0.873025605;0.347887248;18;99
1629;18-100;0.677701743;0.390327689;18;100
1630;19-20;-0.867445668;0.472280607;19;20
1631;19-21;0.778763699;2.141191136;19;21
1632;19-22;-0.066924193;1.817134713;19;22
1633;19-23;0.859418647;0.779523604;19;23
1634;19-24;1.091845686;2.132971761;19;24
1635;19-25;-1.042335902;1.389679275;19;25
1636;19-26;0.237246859;0.85264676;19;26
1637;19-27;-1.100460822;0.288313228;19;27
1638;19-28;3.929070537;2.178520389;19;28
1639;19-29;1.149168768;2.531031776;19;29
1640;19-30;2.704733628;4.964077351;19;30
1641;19-31;2.237080893;0.746921682;19;31
1642;19-32;-0.699985221;2.002159611;19;32
1643;19-33;0.169806941;0.706603958;19;33
1644;19-34;-0.710077301;0.880014765;19;34
1645;19-35;2.67434796;2.430300358;19;35
1646;19-36;-0.927573586;2.844043746;19;36
1647;19-37;4.069884203;1.982676368;19;37
1648;19-38;0.49192998;1.139850733;19;38
1649;19-39;1.256963328;1.294874186;19;39
1650;19-40;-1.889137627;0.043558664;19;40
1651;19-41;-0.175763327;0.045053334;19;41
1652;19-42;1.231951678;1.651506844;19;42
1653;19-43;1.407709793;1.648295416;19;43
1654;19-44;-1.696471923;1.284919304;19;44
1655;19-45;1.983249692;1.504707385;19;45
1656;19-46;-0.681064352;2.107469847;19;46
1657;19-47;1.062961394;1.054085801;19;47
1658;19-48;1.230522257;1.753568126;19;48
1659;19-49;1.874987547;1.734922145;19;49
1660;19-50;0.256448753;3.022399153;19;50
1661;19-51;0.818408872;2.055814241;19;51
1662;19-52;4.52312927;4.263838819;19;52
1663;19-53;-0.549801004;2.214079757;19;53
1664;19-54;-1.745816149;0.324414998;19;54
1665;19-55;0.579547617;0.710373687;19;55
1666;19-56;0.950666482;1.628494511;19;56
1667;19-57;-0.747973144;0.919368484;19;57
1668;19-58;2.177653215;0.924463135;19;58
1669;19-59;0.848368521;1.248990055;19;59
1670;19-60;2.259163999;2.000755769;19;60
1671;19-61;2.01633188;3.884359487;19;61
1672;19-62;1.40735925;1.248241471;19;62
1673;19-63;-3.050132122;0.173246516;19;63
1674;19-64;0.428101405;1.387916881;19;64
1675;19-65;2.081768823;0.929226194;19;65
1676;19-66;-0.57407809;1.530468507;19;66
1677;19-67;1.956902227;2.085795879;19;67
1678;19-68;-0.078745818;0.435605507;19;68
1679;19-69;-1.174661113;0.67252664;19;69
1680;19-70;-1.582632243;0.731073584;19;70
1681;19-71;2.043058824;1.20210612;19;71
1682;19-72;-0.592969107;1.982575402;19;72
1683;19-73;2.76005903;2.801949008;19;73
1684;19-74;0.103833582;0.546350811;19;74
1685;19-75;-1.426663568;2.473745775;19;75
1686;19-76;-0.05198556;0.95457239;19;76
1687;19-77;2.04428237;1.002369901;19;77
1688;19-78;1.892308171;1.553619621;19;78
1689;19-79;1.033529677;1.729722741;19;79
1690;19-80;1.203856585;1.933972112;19;80
1691;19-81;-0.79702737;1.519063355;19;81
1692;19-82;-2.285426649;0.924389741;19;82
1693;19-83;-1.370921079;0.193870501;19;83
1694;19-84;-1.90454063;0.52766808;19;84
1695;19-85;0.761213221;1.64953728;19;85
1696;19-86;0.389272172;0.871811265;19;86
1697;19-87;0.531884226;2.442549515;19;87
1698;19-88;0.069412608;3.577390966;19;88
1699;19-89;0.019097795;2.067468262;19;89
1700;19-90;-0.979919396;0.523041447;19;90
1701;19-91;-0.992490842;0.075500953;19;91
1702;19-92;3.086147176;3.666128903;19;92
1703;19-93;0.375678953;1.312940463;19;93
1704;19-94;-0.962221737;0.806747356;19;94
1705;19-95;4.03287496;2.669878227;19;95
1706;19-96;2.093044068;2.063411226;19;96
1707;19-97;-1.194251794;1.422729758;19;97
1708;19-98;-0.465353967;1.661010416;19;98
1709;19-99;-1.619377434;0.435923435;19;99
1710;19-100;-0.008611459;1.174138372;19;100
1711;20-21;1.282967166;1.668910529;20;21
1712;20-22;-0.903903229;1.344854105;20;22
1713;20-23;2.160643854;0.307242996;20;23
1714;20-24;1.702090696;1.660691154;20;24
1715;20-25;-1.307648856;0.917398668;20;25
1716;20-26;0.658473408;0.380366153;20;26
1717;20-27;0.627958302;0.760593835;20;27
1718;20-28;1.629692513;1.706239782;20;28
1719;20-29;0.407523371;2.058751169;20;29
1720;20-30;3.523393097;4.491796744;20;30
1721;20-31;0.469025866;0.274641075;20;31
1722;20-32;-0.835935995;1.529879003;20;32
1723;20-33;0.046547855;0.23432335;20;33
1724;20-34;-0.303703661;0.407734157;20;34
1725;20-35;3.848613656;1.95801975;20;35
1726;20-36;3.93332946;2.371763138;20;36
1727;20-37;2.834634027;1.510395761;20;37
1728;20-38;0.435479936;0.667570125;20;38
1729;20-39;1.291493269;0.822593578;20;39
1730;20-40;-0.34905781;0.428721943;20;40
1731;20-41;-0.797504009;0.427227273;20;41
1732;20-42;0.815537532;1.179226237;20;42
1733;20-43;3.148246347;1.176014808;20;43
1734;20-44;-0.756217124;0.812638697;20;44
1735;20-45;-0.163813554;1.032426777;20;45
1736;20-46;-0.959249756;1.63518924;20;46
1737;20-47;-0.155710364;0.581805194;20;47
1738;20-48;-0.238277522;1.281287519;20;48
1739;20-49;1.600302356;1.262641537;20;49
1740;20-50;0.614725797;2.550118546;20;50
1741;20-51;0.559024265;1.583533633;20;51
1742;20-52;2.497568418;3.791558212;20;52
1743;20-53;-1.156957165;1.741799149;20;53
1744;20-54;-2.11313905;0.14786561;20;54
1745;20-55;1.082597445;1.182654295;20;55
1746;20-56;1.414476084;1.156213904;20;56
1747;20-57;-0.816622101;0.447087876;20;57
1748;20-58;-0.520539921;0.452182528;20;58
1749;20-59;-0.293927001;0.776709447;20;59
1750;20-60;1.321293145;1.528475161;20;60
1751;20-61;3.168580595;3.41207888;20;61
1752;20-62;0.172789327;0.775960864;20;62
1753;20-63;-1.39539771;0.299034091;20;63
1754;20-64;0.021143513;0.915636273;20;64
1755;20-65;-0.388008186;0.456945586;20;65
1756;20-66;1.815696546;1.058187899;20;66
1757;20-67;2.182384894;1.613515272;20;67
1758;20-68;0.566954171;0.0366751;20;68
1759;20-69;-1.123190026;0.200246032;20;69
1760;20-70;-1.569483306;0.258792977;20;70
1761;20-71;1.905997372;0.729825512;20;71
1762;20-72;-0.875808174;1.510294795;20;72
1763;20-73;1.600534142;2.3296684;20;73
1764;20-74;0.52252396;0.074070204;20;74
1765;20-75;-1.264374762;2.001465168;20;75
1766;20-76;-0.036301026;0.482291782;20;76
1767;20-77;-0.005551607;0.530089294;20;77
1768;20-78;2.609376133;1.081339014;20;78
1769;20-79;-0.718937761;1.257442133;20;79
1770;20-80;1.830813563;1.461691505;20;80
1771;20-81;-1.868822667;1.046782748;20;81
1772;20-82;-2.223814369;1.396670349;20;82
1773;20-83;0.158683404;0.278410106;20;83
1774;20-84;0.644761308;0.999948687;20;84
1775;20-85;0.305362429;1.177256673;20;85
1776;20-86;-1.384105322;0.399530657;20;86
1777;20-87;0.30339366;1.970268908;20;87
1778;20-88;1.64624458;3.105110358;20;88
1779;20-89;2.895022848;1.595187655;20;89
1780;20-90;0.615057625;0.050760839;20;90
1781;20-91;0.218177371;0.396779655;20;91
1782;20-92;2.970377203;3.193848296;20;92
1783;20-93;1.291808881;0.840659856;20;93
1784;20-94;-1.51110966;0.334466749;20;94
1785;20-95;0.648333667;2.19759762;20;95
1786;20-96;2.40867895;1.591130618;20;96
1787;20-97;-0.900994578;0.950449151;20;97
1788;20-98;1.36386646;1.188729809;20;98
1789;20-99;0.186424299;0.036357172;20;99
1790;20-100;-0.003803285;0.701857765;20;100
1791;21-22;-0.220165021;0.324056423;21;22
1792;21-23;1.028887978;1.361667533;21;23
1793;21-24;0.764945244;0.008219375;21;24
1794;21-25;-1.975338656;0.751511861;21;25
1795;21-26;-0.934874554;1.288544376;21;26
1796;21-27;-0.761669031;2.429504364;21;27
1797;21-28;1.653310962;0.037329253;21;28
1798;21-29;2.516903531;0.38984064;21;29
1799;21-30;1.704001371;2.822886215;21;30
1800;21-31;3.113170548;1.394269454;21;31
1801;21-32;-0.016411401;0.139031525;21;32
1802;21-33;1.424346832;1.434587178;21;33
1803;21-34;-0.524204057;1.261176371;21;34
1804;21-35;0.792780181;0.289109222;21;35
1805;21-36;-0.064313931;0.70285261;21;36
1806;21-37;3.39338353;0.158514768;21;37
1807;21-38;-0.339327861;1.001340403;21;38
1808;21-39;1.340896777;0.84631695;21;39
1809;21-40;1.479360263;2.097632472;21;40
1810;21-41;3.768416218;2.096137802;21;41
